CARACTERISTICA	TIPO_ACAO	ESFERA	ORIGEM	PRIORITARIA	CODIGO_PROGRAMA	NOME_PROGRAMA	CODIGO_ACAO	NOME_ACAO	CODIGO_ORGAO	SIGLA_ORGAO	CODIGO_UO	SIGLA_UO	CODIGO_FUNCAO	NOME_FUNCAO	CODIGO_SUBFUNCAO	NOME_SUBFUNCAO	NOIME_PRODUTO	UNIDADE_MEDIDA	LOCALIZADOR	CODIGO_REGIAO	REGIAO	CUMULATIVIDADE_METAFISICA	CODIGO_FONTERECURSO	NOME_FONTERECURSO	CODIGO_GRUPODESPESA	NOME_GRUPODESPESA	PROGRAMACAOFINANCEIRA_2020	PROGRAMACAOFINANCEIRA_2021	PROGRAMACAOFINANCEIRA_2022	PROGRAMACAOFINANCEIRA_2023
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	11000	CASA CIVIL	11209	ARSEPAM	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	201	Recursos Diretamente Arrecadados	3	Outras Despesas Correntes               	40000	6297	1298	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	11000	CASA CIVIL	11304	UEA	12	Educação	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1116	Outros Recursos Vinculados à Educação - Contribuição para o Desenvolvimento do Ensino Superior	3	Outras Despesas Correntes               	0	0	0	15777844
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	11000	CASA CIVIL	11304	UEA	12	Educação	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	116	Contribuição para o Desenvolvimento do Ensino Superior	3	Outras Despesas Correntes               	8300000	6160000	9731000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	13000	SEAD	13101	SEAD	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1121	Recursos não Vinculados de Impostos - FPE	3	Outras Despesas Correntes               	0	0	0	918000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	13000	SEAD	13101	SEAD	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	121	Cota-parte do Fundo de Participação dos Estados e do Distrito Federal	3	Outras Despesas Correntes               	1000000	1030000	899000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	13000	SEAD	13102	CSC	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1150	Recursos não Vinculados de Impostos - Outras Transferências	3	Outras Despesas Correntes               	0	0	0	231938
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	13000	SEAD	13102	CSC	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	140	Indenização pela Utilização de Recursos Hídricos e Exploração de Recursos Minerais	3	Outras Despesas Correntes               	0	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	13000	SEAD	13102	CSC	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	145	Recursos do Royalties sobre o Petróleo	3	Outras Despesas Correntes               	150000	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	13000	SEAD	13102	CSC	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	150	Outras Transferências de Recursos	3	Outras Despesas Correntes               	0	200000	151000	0
Padronizada	Atividades	Seguridade Social	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	13000	SEAD	13301	AMAZONPREV	09	Previdência Social     	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1202	Recursos Vinculados ao RPPS - Taxa de Administração	3	Outras Despesas Correntes               	0	0	0	448080
Padronizada	Atividades	Seguridade Social	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	13000	SEAD	13301	AMAZONPREV	09	Previdência Social     	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	202	Recursos Vinculados ao RPPS - Taxa de Administração	3	Outras Despesas Correntes               	600000	533000	454000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	14000	SEFAZ	14101	SEFAZ	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1145	Transferências da União Referentes as Compensações Financeiras pela Exploração de Recursos Naturais - Royalties	3	Outras Despesas Correntes               	0	0	0	1400000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	14000	SEFAZ	14101	SEFAZ	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	145	Recursos do Royalties sobre o Petróleo	3	Outras Despesas Correntes               	2040000	1400000	1400000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	16000	SEDECTI	16101	SEDECTI	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	493000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	16000	SEDECTI	16101	SEDECTI	04	Administração          	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	280000	724000	350000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	16000	SEDECTI	16101	SEDECTI	23	Comércio e Serviços                         	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	3466959
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	16000	SEDECTI	16101	SEDECTI	23	Comércio e Serviços                         	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	1000000	1150000	2329899	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	16000	SEDECTI	16201	JUCEA	23	Comércio e Serviços                         	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1201	Outros Recursos não Vinculados - Diretamente Arrecadados	3	Outras Despesas Correntes               	0	0	0	343000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	16000	SEDECTI	16201	JUCEA	23	Comércio e Serviços                         	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	201	Recursos Diretamente Arrecadados	3	Outras Despesas Correntes               	184000	160000	286000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	16000	SEDECTI	16301	FAPEAM	19	Ciência e Tecnologia   	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	100	Recursos Ordinários	3	Outras Despesas Correntes               	200000	128400	126925	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	16000	SEDECTI	16301	FAPEAM	19	Ciência e Tecnologia   	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1100	Recursos não Vinculados de Impostos	3	Outras Despesas Correntes               	0	0	0	118345
Padronizada	Atividades	Seguridade Social	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	17000	SUSAM	17701	FES	10	Saúde                  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	100	Recursos Ordinários	3	Outras Despesas Correntes               	22068000	20000000	15591000	0
Padronizada	Atividades	Seguridade Social	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	17000	SUSAM	17701	FES	10	Saúde                  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1100	Recursos não Vinculados de Impostos	3	Outras Despesas Correntes               	0	0	0	6536000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18101	SEPROR	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	1500000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18101	SEPROR	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	1158000	1046119	2200000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18101	SEPROR	23	Comércio e Serviços                         	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	30000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18101	SEPROR	23	Comércio e Serviços                         	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	50000	50000	39695	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18201	IDAM	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	1400000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18201	IDAM	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	0	1314200	1300000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18201	IDAM	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	170	Recursos do FMPES - (Fundo de Apoio às Micro e Pequenas Empresas e ao Desenvolvimento Social do Estado do Amazonas)	3	Outras Despesas Correntes               	1315000	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18201	IDAM	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	201	Recursos Diretamente Arrecadados	3	Outras Despesas Correntes               	1000	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18202	ADAF	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	230000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18202	ADAF	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	0	0	200000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	18000	SEPROR	18202	ADAF	20	Agricultura	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	170	Recursos do FMPES - (Fundo de Apoio às Micro e Pequenas Empresas e ao Desenvolvimento Social do Estado do Amazonas)	3	Outras Despesas Correntes               	100000	100000	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	19000	SECT	19101	SECT	21	Organização Agrária    	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1121	Recursos não Vinculados de Impostos - FPE	3	Outras Despesas Correntes               	0	0	0	350000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	19000	SECT	19101	SECT	21	Organização Agrária    	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	121	Cota-parte do Fundo de Participação dos Estados e do Distrito Federal	3	Outras Despesas Correntes               	0	199086	152904	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	19000	SECT	19101	SECT	21	Organização Agrária    	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	145	Recursos do Royalties sobre o Petróleo	3	Outras Despesas Correntes               	750000	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	20000	SEC	20101	SEC	13	Cultura                	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	5390000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	20000	SEC	20101	SEC	13	Cultura                	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	150	Outras Transferências de Recursos	3	Outras Despesas Correntes               	1991000	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	20000	SEC	20101	SEC	13	Cultura                	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	1237700	4412000	4790000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21101	SEJUSC	14	Direitos da Cidadania  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	700000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21101	SEJUSC	14	Direitos da Cidadania  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	121	Cota-parte do Fundo de Participação dos Estados e do Distrito Federal	3	Outras Despesas Correntes               	1315800	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21101	SEJUSC	14	Direitos da Cidadania  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	0	842000	1000000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21301	FEI	14	Direitos da Cidadania  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1145	Transferências da União Referentes as Compensações Financeiras pela Exploração de Recursos Naturais - Royalties	3	Outras Despesas Correntes               	0	0	0	66150
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21301	FEI	14	Direitos da Cidadania  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	145	Recursos do Royalties sobre o Petróleo	3	Outras Despesas Correntes               	60000	60000	63000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21302	FUNATI	12	Educação	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1145	Transferências da União Referentes as Compensações Financeiras pela Exploração de Recursos Naturais - Royalties	3	Outras Despesas Correntes               	0	0	0	150000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21302	FUNATI	12	Educação	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	145	Recursos do Royalties sobre o Petróleo	3	Outras Despesas Correntes               	0	50000	100000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21702	FUNDECON	14	Direitos da Cidadania  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1201	Recursos Vinculados a Fundos - Diretamente Arrecadados	3	Outras Despesas Correntes               	0	0	0	238182
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21702	FUNDECON	14	Direitos da Cidadania  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1201	Recursos Vinculados a Fundos - Diretamente Arrecadados	4	Investimentos                           	0	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	21000	SEJUSC	21702	FUNDECON	14	Direitos da Cidadania  	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	201	Recursos Diretamente Arrecadados	3	Outras Despesas Correntes               	50000	242000	146000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22101	SSP	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	2652474
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22101	SSP	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	145	Recursos do Royalties sobre o Petróleo	3	Outras Despesas Correntes               	0	0	1692000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22101	SSP	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	1812000	2327193	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22102	PC	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	5358884
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22102	PC	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	5742000	5761156	5644722	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22103	PMAM	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	100	Recursos Ordinários	3	Outras Despesas Correntes               	0	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22103	PMAM	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	3000000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22103	PMAM	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	2895000	3572496	3000000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22104	CBMAM	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	600000
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22104	CBMAM	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	145	Recursos do Royalties sobre o Petróleo	3	Outras Despesas Correntes               	568000	0	0	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22104	CBMAM	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	160	Recursos do FTI (Fundo de Fomento ao Turismo, Infraestrutura, Serviços e Interiorização do Desenvolvimento do Estado do Amazonas)	3	Outras Despesas Correntes               	0	935647	828000	0
Padronizada	Atividades	Fiscal	PPA	NÃO	0001	PROGRAMA DE APOIO ADMINISTRATIVO	2087	Administração de Serviços de Energia Elétrica, Água e Esgoto e Telefonia	22000	SSP	22106	SUBCOMADEC	06	Segurança Pública      	122	Administração Geral                                	Unidade administrada	Un - Unidade	Estado	0001	Estado	NÃO	1160	Outros Recursos não Vinculados - FTI	3	Outras Despesas Correntes               	0	0	0	124865
